  1.9634939E-03  4.0670780E-06  2.1433948E-06
  3.9269878E-03  5.9322167E-05  1.2904731E-05
  5.8904816E-03  2.2314081E-04  2.5237356E-05
  7.8539755E-03  6.1334530E-04  5.1115192E-05
  9.8174689E-03  1.2467912E-03  9.0224174E-05
  1.1780963E-02  2.1163616E-03  1.4145339E-04
  1.3744457E-02  3.4312804E-03  1.8852700E-04
  1.5707951E-02  5.1362780E-03  2.5598204E-04
  1.7671444E-02  8.4967660E-03  4.1160430E-04
  1.9634938E-02  1.0701510E-02  4.0084761E-04
  2.1598432E-02  1.4395773E-02  5.4184085E-04
  2.3561927E-02  1.6511256E-02  5.1776425E-04
  2.5525419E-02  1.9618161E-02  5.8464322E-04
  2.7488913E-02  2.3533635E-02  6.9147354E-04
  2.9452408E-02  2.7435154E-02  7.7373814E-04
  3.1415902E-02  3.2293081E-02  7.8389928E-04
  3.3379395E-02  3.6578808E-02  8.6722290E-04
  3.5342887E-02  3.9479826E-02  8.4567250E-04
  3.7306383E-02  4.5091324E-02  9.8380086E-04
  3.9269876E-02  4.7690537E-02  9.4405981E-04
  4.1233368E-02  5.4196887E-02  1.0676697E-03
  4.3196864E-02  5.8945872E-02  1.0962404E-03
  4.5160361E-02  6.5061100E-02  1.1170224E-03
  4.7123853E-02  7.0945196E-02  1.1666554E-03
  4.9087342E-02  7.8880772E-02  1.2709965E-03
  5.1050838E-02  8.2931116E-02  1.2719136E-03
  5.3014334E-02  9.3218721E-02  1.3373583E-03
  5.4977827E-02  0.1004348      1.4421921E-03
  5.6941319E-02  0.1078792      1.4996126E-03
  5.8904815E-02  0.1183718      1.5701992E-03
  6.0868312E-02  0.1265905      1.6345324E-03
  6.2831804E-02  0.1380751      1.7084400E-03
  6.4795293E-02  0.1465940      1.8303482E-03
  6.6758789E-02  0.1525684      1.8107892E-03
  6.8722285E-02  0.1630799      1.8682517E-03
  7.0685774E-02  0.1716589      1.8816843E-03
  7.2649270E-02  0.1813345      1.9418086E-03
  7.4612767E-02  0.1889686      1.9749727E-03
  7.6576263E-02  0.1988227      2.0207874E-03
  7.8539751E-02  0.2019380      2.0011184E-03
  8.0503248E-02  0.2107520      2.0507739E-03
  8.2466736E-02  0.2179691      2.0517844E-03
  8.4430240E-02  0.2253405      2.1200890E-03
  8.6393729E-02  0.2317590      2.0814794E-03
