  1.9634939E-03  6.5345498E-06  3.6590263E-06
  3.9269878E-03  7.7075063E-05  1.7875242E-05
  5.8904816E-03  2.4383760E-04  2.7483380E-05
  7.8539755E-03  6.3534314E-04  5.4175089E-05
  9.8174689E-03  1.3284265E-03  9.8385812E-05
  1.1780963E-02  2.1750343E-03  1.4076864E-04
  1.3744457E-02  3.5220261E-03  1.8770940E-04
  1.5707951E-02  4.9801092E-03  2.4879034E-04
  1.7671444E-02  8.2725501E-03  4.0759274E-04
  1.9634938E-02  1.0431096E-02  3.8920183E-04
  2.1598432E-02  1.4172326E-02  5.4203538E-04
  2.3561927E-02  1.6079888E-02  5.0312252E-04
  2.5525419E-02  1.9203955E-02  5.7390524E-04
  2.7488913E-02  2.2971824E-02  6.7623670E-04
  2.9452408E-02  2.6514582E-02  7.4419565E-04
  3.1415902E-02  3.1512339E-02  7.7235739E-04
  3.3379395E-02  3.5952989E-02  8.5111032E-04
  3.5342887E-02  3.8938243E-02  8.3037949E-04
  3.7306383E-02  4.4847950E-02  9.9385565E-04
  3.9269876E-02  4.7586106E-02  9.3764393E-04
  4.1233368E-02  5.3989723E-02  1.0650310E-03
  4.3196864E-02  5.8944125E-02  1.0918078E-03
  4.5160361E-02  6.4652570E-02  1.0997677E-03
  4.7123853E-02  7.0860296E-02  1.1753056E-03
  4.9087342E-02  7.8467079E-02  1.2877546E-03
  5.1050838E-02  8.2796909E-02  1.2683602E-03
  5.3014334E-02  9.2759632E-02  1.3233174E-03
  5.4977827E-02  0.1009562      1.4373256E-03
  5.6941319E-02  0.1075689      1.4919800E-03
  5.8904815E-02  0.1182050      1.5623209E-03
  6.0868312E-02  0.1272541      1.6414358E-03
  6.2831804E-02  0.1380758      1.7113858E-03
  6.4795293E-02  0.1467852      1.8213900E-03
  6.6758789E-02  0.1522946      1.8162322E-03
  6.8722285E-02  0.1627988      1.8491761E-03
  7.0685774E-02  0.1718899      1.8788950E-03
  7.2649270E-02  0.1805858      1.9409253E-03
  7.4612767E-02  0.1877984      1.9616208E-03
  7.6576263E-02  0.1995139      2.0205709E-03
  7.8539751E-02  0.2029002      2.0173301E-03
  8.0503248E-02  0.2117326      2.0496300E-03
  8.2466736E-02  0.2183098      2.0412107E-03
  8.4430240E-02  0.2242875      2.0967841E-03
  8.6393729E-02  0.2319124      2.0968856E-03
  8.8357218E-02  0.2426314      2.1441320E-03
  9.0320721E-02  0.2450407      2.0999748E-03
  9.2284210E-02  0.2545632      2.1293692E-03
  9.4247706E-02  0.2610025      2.1912120E-03
  9.6211195E-02  0.2728413      2.1941992E-03
  9.8174684E-02  0.2785583      2.1920197E-03
  0.1001382      0.2884139      2.2539904E-03
  0.1021017      0.2954037      2.2613555E-03
  0.1040652      0.3075075      2.3017623E-03
  0.1060287      0.3176053      2.3121927E-03
  0.1079922      0.3294604      2.3964462E-03
  0.1099557      0.3440252      2.4293745E-03
  0.1119191      0.3529333      2.4671066E-03
  0.1138826      0.3640801      2.4919505E-03
  0.1158461      0.3788745      2.5360531E-03
  0.1178096      0.3926756      2.6173098E-03
  0.1197731      0.4074344      2.6708506E-03
  0.1217366      0.4177885      2.6984061E-03
  0.1237001      0.4275680      2.6915446E-03
  0.1256636      0.4441586      2.7625447E-03
  0.1276271      0.4553709      2.7734505E-03
  0.1295906      0.4693926      2.8131288E-03
  0.1315541      0.4837115      2.8711599E-03
  0.1335176      0.4892877      2.8718596E-03
  0.1354811      0.5040905      2.8955734E-03
  0.1374446      0.5046434      2.8730929E-03
  0.1394081      0.5155833      2.8991250E-03
  0.1413715      0.5245020      2.8864692E-03
  0.1433350      0.5390466      2.9475617E-03
  0.1452985      0.5493367      2.9431558E-03
  0.1472620      0.5580677      2.9460080E-03
  0.1492255      0.5684763      2.9708806E-03
  0.1511890      0.5754616      2.9772921E-03
  0.1531525      0.5844967      2.9757973E-03
  0.1551160      0.5977435      2.9871722E-03
  0.1570795      0.6077353      3.0204952E-03
  0.1590430      0.6226353      3.0755061E-03
  0.1610065      0.6376414      3.1086751E-03
  0.1629700      0.6477713      3.1017784E-03
  0.1649335      0.6635559      3.1532496E-03
  0.1668970      0.6778433      3.1730402E-03
  0.1688605      0.6876888      3.1755357E-03
  0.1708240      0.7031653      3.2287876E-03
  0.1727875      0.7223802      3.2773542E-03
  0.1747510      0.7348722      3.2911389E-03
  0.1767144      0.7474504      3.2947583E-03
  0.1786779      0.7666325      3.3529666E-03
  0.1806414      0.7783487      3.3831382E-03
  0.1826049      0.7920541      3.4137031E-03
  0.1845684      0.8076352      3.4233183E-03
  0.1865319      0.8215373      3.4396693E-03
  0.1884954      0.8399588      3.4874217E-03
  0.1904589      0.8532835      3.4991817E-03
  0.1924224      0.8673485      3.5341729E-03
  0.1943859      0.8807467      3.5431252E-03
  0.1963494      0.8988110      3.5801465E-03
  0.1983129      0.9084029      3.5714365E-03
  0.2002764      0.9229842      3.6116624E-03
  0.2022399      0.9331489      3.6127281E-03
